62861; 457; 13; -885
62871; 458; 12; -889
62881; 454; 18; -888
62891; 451; 15; -879
62901; 452; 17; -881
62911; 455; 14; -885
62921; 458; 14; -890
62931; 453; 15; -887
62941; 457; 13; -879
62951; 455; 14; -887
62961; 455; 17; -880
62971; 456; 16; -887
62981; 457; 14; -879
62991; 456; 14; -882
63001; 453; 17; -883
63011; 455; 18; -882
63021; 457; 14; -887
63031; 458; 15; -887
63041; 453; 13; -885
63051; 455; 17; -886
63061; 456; 16; -877
63071; 454; 16; -883
63081; 457; 14; -883
63091; 456; 16; -882
63101; 454; 12; -880
63111; 459; 17; -883
63121; 454; 16; -887
63131; 456; 13; -883
63141; 459; 16; -887
63151; 460; 13; -885
63161; 457; 12; -888
63171; 457; 12; -885
63181; 454; 16; -879
63191; 457; 15; -889
63201; 458; 15; -879
63211; 457; 13; -885
63221; 458; 18; -881
63231; 458; 14; -881
63241; 456; 17; -879
63251; 461; 10; -884
63261; 458; 19; -883
63271; 458; 18; -889
63281; 456; 15; -884
63291; 458; 16; -886
63301; 455; 13; -881
63311; 458; 17; -887
63321; 457; 15; -885
63331; 458; 19; -881
63341; 455; 20; -882
63351; 457; 13; -878
63361; 458; 13; -887
63371; 456; 15; -884
63381; 460; 16; -885
63391; 456; 15; -883
63401; 455; 12; -884
63411; 458; 13; -884
63421; 456; 16; -886
63431; 455; 19; -883
63441; 452; 17; -881
63451; 456; 14; -881
63461; 455; 14; -882
63471; 454; 15; -885
63481; 454; 15; -887
63491; 454; 16; -877
63501; 456; 14; -888
63511; 456; 14; -891
63521; 459; 14; -884
63531; 457; 14; -886
63541; 456; 16; -879
63551; 457; 17; -882
63561; 453; 13; -884
63571; 458; 15; -880
63581; 452; 16; -884
63591; 457; 17; -885
63601; 454; 18; -881
63611; 452; 12; -880
63621; 457; 16; -890
63631; 457; 11; -890
63641; 453; 12; -881
63651; 456; 16; -894
63661; 458; 17; -883
63671; 459; 20; -883
63681; 455; 12; -887
63691; 451; 16; -886
63701; 448; 17; -883
63711; 445; 20; -885
63721; 449; 23; -892
63731; 454; 11; -883
63741; 460; 17; -887
63751; 458; 13; -886
63761; 459; 14; -890
63771; 455; 13; -885
63781; 441; 12; -880
63791; 446; 17; -878
63801; 452; 16; -884
63811; 457; 13; -896
63821; 460; 13; -892
63831; 458; 12; -891
63841; 453; 16; -891
63851; 451; 19; -885
63861; 448; 17; -885
63871; 459; 12; -889
63881; 468; 12; -891
63891; 461; 18; -901
63901; 456; 14; -890
63911; 453; 21; -893
63921; 454; 15; -895
63931; 458; 11; -910
63941; 456; 14; -902
63951; 449; 16; -903
63961; 448; 19; -907
63971; 452; 14; -906
63981; 451; 17; -904
63991; 442; 20; -906
64001; 434; 17; -908
64011; 434; 15; -916
64021; 436; 7; -913
64031; 426; 14; -913
64041; 418; 13; -914
64051; 411; 16; -915
64061; 404; 12; -918
64071; 391; 11; -916
64081; 392; 10; -918
64091; 375; 9; -936
64101; 373; 15; -930
64111; 368; 7; -932
64121; 362; 4; -925
64131; 348; 10; -925
64141; 336; 6; -927
64151; 335; 8; -945
64161; 328; 1; -942
64171; 323; -1; -958
64181; 320; 7; -940
64191; 308; 1; -947
64201; 292; 5; -958
64211; 289; 5; -950
64221; 283; -1; -961
64231; 271; -4; -963
64241; 254; -3; -959
64251; 247; 6; -958
64261; 235; 4; -952
64271; 225; 3; -961
64281; 218; -2; -963
64291; 211; -6; -975
64301; 198; -2; -976
64311; 196; -10; -977
64321; 193; -2; -975
64331; 184; -8; -976
64341; 177; -5; -986
64351; 161; 0; -979
64361; 153; -6; -981
64371; 136; -7; -986
64381; 122; -19; -979
64391; 100; -9; -975
64401; 91; -7; -964
64411; 81; -9; -976
64421; 79; -10; -980
64431; 71; -20; -982
64441; 56; -21; -987
64451; 34; -18; -987
64461; 21; -13; -978
64471; 21; -17; -982
64481; 20; -16; -983
64491; 6; -21; -980
64501; 0; -15; -981
64511; -10; -13; -983
64521; -22; -16; -981
64531; -34; -26; -986
64541; -40; -19; -981
64551; -56; -20; -985
64561; -76; -17; -978
64571; -92; -16; -962
64581; -95; -35; -977
64591; -100; -25; -973
64601; -105; -22; -978
64611; -126; -28; -980
64621; -136; -30; -962
64631; -154; -21; -956
64641; -174; -31; -958
64651; -178; -29; -959
